"Author","Recs","LCS","GCS"
"Masendu R",1,1,15
"Matin S",1,3,15
"Maurya A",3,0,15
"Mberikunashe J",1,1,15
"Melville J",1,0,15
"Mendieta-Oviedo R",1,0,15
"Milessi AC",2,0,15
"Mirzaei M",1,1,15
"Mishra B",1,3,15
"Mohan D",1,0,15
"Mondol S",1,0,15
"Mori H",1,0,15
"Morita K",1,0,15
"Mpellou S",1,0,15
"Musher LJ",1,1,15
"Méndez-Encina FM",1,0,15
"Méndez-González J",1,0,15
"Nagata N",1,0,15
"Nath MJ",1,8,15
"Negiz MG",1,4,15
"Neiss UG",1,0,15
"Nengovhela A",1,2,15
"Nie H",1,4,15
"Nixon AE",1,0,15
"Nkurunziza E",1,0,15
"Nobrega CC",1,0,15
"Noce S",1,0,15
"Novozhilov YK",1,0,15
"Nájera-Luna JA",1,0,15
"Okamoto KW",1,0,15
"Omondi S",1,0,15
"Orth DJ",1,6,15
"Ouko E",1,0,15
"Palaoro AV",1,1,15
"Palli M",1,0,15
"Panja S",1,0,15
"Papageorgiou K",1,0,15
"Park B",2,2,15
"Parker DM",1,0,15
"Patil A",2,0,15
"Pennington DD",1,4,15
"Perry RW",2,1,15
"Petridou E",1,0,15
"Pica A",1,0,15
"Pilgrim M",1,4,15
"Podder A",1,0,15
"Pomroy WE",1,8,15
"Quincoces I",1,0,15
"Raghu S",1,0,15
"Ramírez-León MR",1,0,15
"Ramírez-Mendoza Z",1,0,15
"Randklev CR",2,0,15
"Reger B",1,1,15
"Ren ZL",1,4,15
"Rezaei HR",3,1,15
"Richins AE",1,0,15
"Ritchie EG",1,0,15
"Roberts S",1,2,15
"Romo-Curiel AE",1,0,15
"Rose JP",1,0,15
"Rosette J",1,0,15
"Rossini L",2,0,15
"Roy SJ",1,8,15
"Saikia A",1,8,15
"Salas EAL",1,1,15
"Santini M",1,0,15
"Sarkar D",2,0,15
"Sarma B",1,5,15
"Scheper J",1,2,15
"Schnittler M",1,0,15
"Sentürk Ö",1,4,15
"Shah MA",2,2,15
"Shan YM",1,4,15
"Shchepin ON",1,0,15
"Sheehan KL",1,5,15
"Shiravand B",1,1,15
"Shrestha N",2,0,15
"Smith CH",2,0,15
"Solis-Ponce I",1,4,15
"Sousa FDR",1,1,15
"Standaert W",2,1,15
"Stone L",1,4,15
"Stralberg D",1,0,15
"Suarez-Minguez J",1,0,15
"Sánchez-Carnero N",2,0,15
"Tafti AAD",1,1,15
"Talukdar G",3,0,15
"Terenziani A",2,0,15
"Terzano D",1,3,15
"Tesi G",1,0,15
"Thom G",1,1,15
"Tinago W",1,1,15
"Todd BD",1,0,15
"Tolley KA",1,0,15
"Touloudi A",1,0,15
"Treves A",2,0,15
"Tsakris A",1,0,15
"Tuley PA",1,0,15
"Valencia-Mazo JD",1,0,15
"Varela LG",1,2,15
"Vela D",1,0,15
"Vitasovic-Kosic I",1,0,15
"Viverette CB",1,0,15
"Vodounnon MEJ",2,0,15
"Vrioni G",1,0,15
"Vázquez-Domínguez E",2,0,15
"Wahome A",1,0,15
"Wallace J",1,0,15
"Wambua M",1,0,15
"Wang CX",1,0,15
"Wei Q",2,0,15
"Whittington-Jones BM",1,0,15
"Wilson RM",1,0,15
"Woyzichovski J",1,0,15
"Wu KF",1,0,15
"Xie LY",1,0,15
"Yang XD",3,0,15
"Yang YB",1,4,15
"Yao NN",1,4,15
"Yarrow GK",1,5,15
"Yañez-Trujillano HH",1,0,15
"Young A",2,0,15
"Yáñez-Arenas C",3,0,15
"Zarco-González MM",1,0,15
"Zeng LY",1,0,15
"Zhang FG",1,0,15
"Zhang GL",3,0,15
"Zhang S",3,0,15
"Zhang TC",1,0,15
"Zhang XC",1,0,15
"Zhang XL",4,0,15
"Zhao G",3,0,15
"Zhao RX",1,0,15
"Zhao W",1,0,15
"Adham D",1,0,14
"Adu BW",1,0,14
"Agoston A",1,6,14
"Agudo JAS",3,2,14
"Aguilar R",1,1,14
"Ai ZP",1,0,14
"Almalki M",1,2,14
"Alrashidi M",1,2,14
"An FY",1,0,14
"Andrews S",1,3,14
"Angulo DF",1,1,14
"Appelhans T",1,3,14
"Arias-Alzate A",2,0,14
"Arias-Del Razo I",1,0,14
"Ascencio E",1,3,14
"Azarnivand H",1,0,14
"Azpiroz AB",1,0,14
"Bachman M",1,1,14
"Bae S",2,0,14
"Bai J",2,0,14
"Barbosa FG",1,0,14
"Barna K",1,6,14
"Barros M",1,4,14
"Becerril-García EE",1,0,14
"Bechara J",1,6,14
"Bell JR",1,3,14
"Bencke GA",1,0,14
"Bercachy C",1,6,14
"Bergmann LR",1,2,14
"Bhusal DR",2,2,14
"Blanco J",1,1,14
"Bobrowski M",2,0,14
"Bolek MG",1,1,14
"Bourhis Y",1,3,14
"Brook M",1,2,14
"Brunton AJ",2,0,14
"Bssler C",1,1,14
"Bui CM",1,0,14
"Buongermini E",1,4,14
"Caballero-Viñas C",1,0,14
"Caley MJ",1,1,14
"Canas RQ",1,0,14
"Cano JAF",1,0,14
"Cano-Ortiz A",1,0,14
"Cazorla CG",1,0,14
"Cecchi G",2,2,14
"Chapple DG",2,1,14
"Charbel E",1,6,14
"Chen BX",1,0,14
"Chiu MC",2,0,14
"Choe H",2,0,14
"Chong ST",1,0,14
"Clay R",1,0,14
"Coetzee J",1,0,14
"Coetzee JA",2,0,14
"Colucci M",1,3,14
"Conroy GC",1,0,14
"Constantine R",1,1,14
"Cook JA",1,1,14
"Cook M",1,3,14
"Crates R",2,1,14
"Cummings KS",1,0,14
"Curasi SR",1,0,14
"Davies A",1,1,14
"de Lima AA",2,0,14
"de Sosa I",1,1,14
"del Río MG",1,0,14
"Dellapé G",1,0,14
"Demps KE",1,1,14
"Deng YM",2,0,14
"Di Giacomo AS",1,0,14
"Di XF",1,0,14
"Di XY",1,0,14
"Dias RA",1,0,14
"Dobor L",1,0,14
"Domínguez-Vega H",1,0,14
"Dorjee K",1,0,14
"Dorji K",1,0,14
"dos Santos AP",1,0,14
"Downie A",1,4,14
"Drake J",1,2,14
"Draque J",1,4,14
"Escobar-Flores JG",2,0,14
"Estrada P",1,2,14
"Fan XY",3,0,14
"Farchadi N",1,2,14
"Farquhar JE",2,1,14
"Farris CM",1,0,14
"Fehérvári P",1,6,14
"Fetcher N",1,0,14
"Fischer K",1,0,14
"Flamme MJ",1,1,14
"Fontana CS",1,0,14
"Forbey JS",1,1,14
"Fortin MJ",1,3,14
"Fountain-Jones NM",2,0,14
"Franceschini C",1,0,14
"Frelat R",1,1,14
"Fuentes-Rodriguez D",1,0,14
"Gardner L",1,0,14
"Gergely J",1,6,14
"Gervazoni P",1,0,14
"Goncharenko I",1,3,14
"Goodale E",2,0,14
"Guerrero-Izquierdo T",1,0,14
"Guillamón OS",1,1,14
"Guo HD",1,0,14
"Guo XM",1,0,14
"Gómez-Ortiz Y",1,0,14
"Hamer GL",1,2,14
"Hamilton ONP",1,1,14
"Hamrick JL",1,2,14
"Hanasaki N",1,0,14
"Hanelt B",1,1,14
"Harkins C",1,1,14
"Harnos A",1,6,14
"Heath JA",1,1,14
"Heinsohn R",2,1,14
"Heredia-Bobadilla RL",1,0,14
"Hernández-Lambraño RE",3,0,14
"Hewitt RE",1,0,14
"Hlásny T",1,0,14
"Holyoak M",1,0,14
"Honeck E",1,0,14
"Hong MS",1,0,14
"Hu RG",1,3,14
"Huang HK",1,0,14
"Huang K",1,3,14
"Huard JR",1,1,14
"Ileke KD",1,0,14
"Irwin L",1,2,14
"Ishihama F",1,0,14
"Jiang AW",2,0,14
"Jiang WW",1,0,14
"Johnson NA",1,0,14
"Jung TS",1,1,14
"Kafaei S",2,4,14
"Kappes BB",1,0,14
"Kapuka A",1,0,14
"Karol KG",2,0,14
"Khosravani A",1,2,14
"Kim YJ",1,0,14
"Kozmian-Ledward L",1,1,14
"Krakhmalnyi A",1,3,14
"Krakhmalnyi M",1,3,14
"Kubota K",1,1,14
"Kumar B",2,0,14
"Kumari M",2,5,14
"Laface VLA",1,0,14
"Lafleur PM",1,0,14
"Lee W",1,2,14
"Leonardi M",1,3,14
"Lestina J",1,3,14
"Li WW",1,0,14
"Li ZZ",1,0,14
"Liao Y",1,0,14
"Liu CS",1,0,14
"Liu MZ",1,0,14
"Liu P",1,0,14
"Liu WY",3,0,14
"Liu ZJ",1,0,14
"Loehle C",1,2,14
"Longcore T",1,0,14
"Lopez RR",1,0,14
"Loranty MM",1,0,14
"Luo L",1,0,14
"Luo XQ",2,0,14
"Ma B",1,0,14
"MacDonald SO",1,1,14
"Machunter J",1,0,14
"Macintyre R",1,0,14
"Mack MC",1,0,14
"Maher SP",1,3,14
"Mahiny AS",2,1,14
"Mammides C",2,0,14
"Manica A",1,3,14
"Manly BFJ",1,2,14
"Marcon AP",1,0,14
"Marin P",1,1,14
"Martin KLM",1,0,14
"Martin P",1,0,14
"Martin TG",1,1,14
"Martínez ML",1,0,14
"May JL",1,0,14
"Mejía-Jurado E",1,0,14
"Mendez M",1,4,14
"Mendoza-González G",1,0,14
"Meng QK",1,0,14
"Mengersen K",1,1,14
"Merrill A",1,2,14
"Micucci P",1,4,14
"Milne AE",1,3,14
"Moradi H",2,1,14
"Moradi-Asl E",1,0,14
"Morse R",1,1,14
"Mosavi A",1,0,14
"Mossivand AM",1,0,14
"Myers-Smith IH",1,0,14
"Nagy A",1,6,14
"Natale E",1,1,14
"Natali SM",1,0,14
"Nauss T",1,3,14
"Neira F",1,2,14
"Neu A",1,0,14
"Noguera-Urbano EA",3,0,14
"Nörenberg L",1,0,14
"O'Connell MJ",1,2,14
"Oberbauer SF",1,0,14
"Ode PJ",1,3,14
"Ogbourne SM",1,0,14
"Ojeda J",2,3,14
"Oksanen J",1,0,14
"Olabimi IO",1,0,14
"Oraie H",1,2,14
"Ovaskainen O",1,0,14
"Palatitz P",1,6,14
"Parker TC",1,0,14
"Pauli BP",2,1,14
"Peairs F",1,3,14
"Phan DV",2,5,14
"Pinto MP",1,0,14
"Pocco ME",1,0,14
"Poussin C",1,0,14
"Pozzi AV",1,3,14
"Prakash O",1,0,14
"Puerta P",1,1,14
"Quiner CA",1,0,14
"Quiroga MP",1,4,14
"Rahimian H",1,2,14
"Ramírez-Rodríguez R",3,7,14
"Randin CF",1,3,14
"Rathore N",1,0,14
"Raykov V",2,0,14
"Reinoso H",1,1,14
"Ren ZC",2,0,14
"Repenning M",1,0,14
"Rhodes CG",1,2,14
"Rocha AV",1,0,14
"Roig SA",1,0,14
"Romero D",2,0,14
"Rossi T",1,0,14
"Sabater L",1,0,14
"Sacks BN",2,1,14
"Saghafipour A",1,0,14
"Sah SAM",2,1,14
"Sandoval S",2,0,14
"Sandoval-Martínez J",1,0,14
"Sanguet A",1,0,14
"Sanil R",2,4,14
"Sawyer YE",1,1,14
"Scattolini MC",1,0,14
"Scerri EML",1,3,14
"Scheibler EE",1,0,14
"Schickhoff U",2,0,14
"Schmidt-Rhaesa A",1,1,14
"Schoeman DS",1,0,14
"Schwab N",1,0,14
"Shannon R",1,1,14
"Shao WJ",1,0,14
"Sharma MK",1,0,14
"Shen YY",1,0,14
"Shobrak M",1,2,14
"Shoraka HR",2,1,14
"Shortall CR",1,3,14
"Slabakova V",2,0,14
"Solt S",1,6,14
"Sonnentag O",1,0,14
"Sorgonà A",1,0,14
"Sosa A",1,0,14
"Souto CP",1,4,14
"Spampinato G",1,0,14
"Stewart HA",1,4,14
"Sun ER",1,1,14
"Syartinilia",2,2,14
"Székely T",1,2,14
"Takhampunya R",1,0,14
"Tan WC",3,1,14
"Tanaka K",1,1,14
"Tang JF",1,0,14
"Tang ZH",2,0,14
"Tarnian F",1,0,14
"Tavilla G",1,0,14
"Thakur D",1,0,14
"Tinkle ZK",1,1,14
"Tirado JL",1,6,14
"Tobgay S",1,0,14
"Trapnell DW",1,2,14
"Tshabalala T",1,1,14
"Ur Rahman A",1,0,14
"Van Echelpoel W",1,0,14
"Vasquez VL",1,0,14
"Velikova V",1,3,14
"Vázquez JT",1,1,14
"Waller T",1,4,14
"Wang LH",2,1,14
"Wangdi T",1,0,14
"Wangyel S",1,0,14
"Wei SC",1,0,14
"Weidinger J",2,0,14
"Whitehead DA",1,0,14
"Wiemers M",1,0,14
"Wu YP",1,3,14
"Wullschleger SD",1,0,14
"Wyatt GE",1,2,14
"Wyler N",1,0,14
"Wüstenhagen N",1,3,14
"Xiang B",1,0,14
"Xiang YZ",2,0,14
"Xie Y",2,0,14
"Xue L",1,0,14
"Yan X",2,0,14
"Yang N",1,0,14
"Yang Q",2,0,14
"Yang RX",1,0,14
"Yin ZY",1,2,14
"Zesati SAV",1,0,14
"Zhai TQ",1,0,14
"Zhao XZ",1,0,14
"Zhen J",1,0,14
"Zlateva I",2,0,14
"Abbas FI",1,4,13
"Adhikari S",2,0,13
"Akpinar MB",1,0,13
"Akyürek Z",1,0,13
"Alvares CA",1,0,13
"Amorim CA",1,0,13
"Angio MH",2,0,13
"Aprilianti P",1,0,13
"Ariati SR",1,0,13
"Arikan-Akdagli S",1,0,13
"Arnedo M",1,1,13
"Ashby S",1,1,13
"Aulagnier S",2,0,13
"Avtar R",1,0,13
"Ayala S",1,0,13
"Babic MN",1,0,13
"Backeljau T",1,1,13
"Bagheri H",1,5,13
"Barac A",1,0,13
"Barnhart PR",1,2,13
"Battisti C",1,1,13
"Beebe S",1,0,13
"Bekar I",1,0,13
"Beklioglu M",1,0,13
"Belhaj A",1,0,13
"Bender JB",1,0,13
"Bennas N",1,0,13
"Bernardo CSS",1,0,13
"Berteaux D",1,0,13
"Bester MN",1,0,13
"Biastoch A",1,0,13
"Biuw M",1,0,13
"Borzée A",5,1,13
"Bostanaru AC",1,0,13
"Boubli JP",1,0,13
"Branco VV",1,0,13
"Brandao J",1,0,13
"Brandt M",1,0,13
"Brito S",1,0,13
"Brownscombe JW",2,0,13
"Bugmann H",1,0,13
"Burton AC",1,0,13
"Buruchara R",1,0,13
"Buss DL",1,0,13
"Busser N",1,0,13
"Bybee SM",3,2,13
"Camacho R",1,1,13
"Canale GR",1,0,13
"Cao HT",1,5,13
"Cardoso P",1,0,13
"Carneiro FM",1,0,13
"Carroll EL",1,0,13
"Carvalho JC",1,0,13
"Cascalho J",1,0,13
"Castilho R",1,1,13
"Castro-Díez P",1,0,13
"Cech T",1,0,13
"Chen SY",1,0,13
"Chen TY",1,1,13
"Chergui B",1,0,13
"Chisholm L",2,5,13
"Choi D",1,0,13
"Coetzee T",1,0,13
"Cogliati M",1,0,13
"Contarini M",1,0,13
"Cooke EL",2,1,13
"Coombes M",2,1,13
"Correia L",1,0,13
"Cumming S",1,1,13
"Dalla Rosa L",1,0,13
"Daru BH",1,0,13
"Darveau M",1,1,13
"Dayanandan S",1,4,13
"de Andreazzi CS",1,2,13
"De Azeredo-Espin AML",1,0,13
"de Bruyn PJN",1,0,13
"De KJ",1,0,13
"de Klerk HM",1,0,13
"de Lucena WG",1,0,13
"de Oliveira JA",1,2,13
"Dehaghi IM",1,0,13
"Di Sora N",1,0,13
"Do TA",1,5,13
"Dong X",2,1,13
"Drenkhan R",1,0,13
"Dumlupinar I",1,0,13
"Dusfour I",1,5,13
"Efstratiou MA",1,0,13
"Eggers B",1,1,13
"Elbanna SM",1,0,13
"Ergin C",1,0,13
"Esler KJ",1,0,13
"Esposto MC",1,0,13
"Evangelista P",2,4,13
"Farzaliyev V",1,0,13
"Fatah AMA",1,0,13
"Fedorenko L",2,0,13
"Fensholt R",1,0,13
"Ferraz SFDB",1,0,13
"Ferretti NE",1,1,13
"Firdiana ER",2,0,13
"Fisher RN",1,0,13
"Fitzgerald M",1,3,13
"Fong JJ",1,1,13
"Fragkopoulou E",3,0,13
"Frenkel M",1,0,13
"Fresia P",1,0,13
"Fritz H",1,0,13
"Fusco-Costa R",1,0,13
"Gabriel R",1,0,13
"Gandarilla-Aizpuro FJ",1,2,13
"Ganie AH",1,2,13
"Garcia LG",1,0,13
"Garvita RV",1,0,13
"Gholizadeh H",1,0,13
"Gibson LM",1,1,13
"Gillam EH",1,2,13
"Ginal P",2,1,13
"Giri K",1,6,13
"Girod R",1,5,13
"Gittins G",1,0,13
"Gitto A",1,0,13
"Gonçalves CI",1,0,13
"Gonçalves JR",1,0,13
"Grossman JJ",1,0,13
"Guegan H",1,0,13
"Guerbois C",1,0,13
"Guerrero EL",1,2,13
"Guimaraes A",1,0,13
"Gullage L",1,3,13
"Gunde-Cimerman N",1,0,13
"Gungneux JP",1,0,13
"Güran M",1,0,13
"Ha TM",1,7,13
"Hadly EA",1,1,13
"Handayani T",1,0,13
"Handini E",1,0,13
"Hansteen TH",1,0,13
"Harrington GN",1,0,13
"Haydett KM",1,0,13
"He MH",1,0,13
"Hepp CM",1,0,13
"Herr H",1,0,13
"Herrera J",2,0,13
"Hevia M",1,0,13
"Heya HM",1,1,13
"Hiernaux P",1,0,13
"Higa RCV",1,0,13
"Hirata S",1,3,13
"Holeva-Eklund WM",1,0,13
"Hsieh CF",1,1,13
"Hu JM",1,1,13
"Hutabarat PWK",2,0,13
"Hutchinson RA",1,0,13
"Huvenne VAI",1,0,13
"Hyman G",1,0,13
"Ingberman B",1,0,13
"Innal D",1,0,13
"Ireland M",1,0,13
"Jackson JA",1,0,13
"Jackson KM",1,0,13
"Jafari AA",1,5,13
"James DA",1,4,13
"Jeppesen E",1,0,13
"Jiang QT",1,0,13
"Jin N",2,0,13
"Jin T",1,3,13
"Jones J",2,1,13
"Jones-Farrand DT",1,0,13
"Jonikaite E",1,0,13
"Jordaens K",1,1,13
"Juswara LS",1,0,13
"Kamel M",2,0,13
"Kang A",1,1,13
"Kannan R",1,4,13
"Katarzyte M",1,0,13
"Katungi E",1,0,13
"Kazama S",2,0,13
"Kearney SP",1,0,13
"Kennedy AS",1,0,13
"Kerkaert JD",1,0,13
"Khadka KK",1,4,13
"Kim JS",2,1,13
"Kimathi EK",1,1,13
"Kiss O",2,3,13
"Klanderud K",1,1,13
"Klingspor L",1,0,13
"Knight JF",1,0,13
"Korkmaz M",1,0,13
"Koru M",1,0,13
"Kou GQ",1,0,13
"Krafft BA",1,0,13
"Kurath G",1,1,13
"Larrivée M",1,0,13
"Launey S",1,0,13
"Lea MA",1,0,13
"Leon Y",1,1,13
"Leseberg NP",1,0,13
"Li JL",2,0,13
"Li JR",1,0,13
"Li SR",1,1,13
"Li XD",2,0,13
"Li Z",1,0,13
"Li ZT",1,0,13
"Liao BL",1,0,13
"Liao HH",1,3,13
"Lindstrom U",1,0,13
"Linhoss AC",1,1,13
"Liu QQ",1,0,13
"Loures-Ribeiro A",1,0,13
"Lu TT",1,0,13
"Lu ZY",1,0,13
"Luan XY",1,0,13
"Luo M",2,0,13
"Lv YH",1,0,13
"Maeda EE",1,7,13
"Magadzire N",1,0,13
"Magroski LM",1,0,13
"Malik I",1,0,13
"Mangit F",1,0,13
"Mannu R",1,0,13
"Mares M",1,0,13
"Marques AC",1,0,13
"Mastrangelo T",1,0,13
"Mateos A",1,0,13
"Matsuzawa T",1,3,13
"McClelland CJR",1,0,13
"McDonald T",1,0,13
"McFarland KP",1,0,13
"Meijer WG",1,0,13
"Mejía JR",1,0,13
"Melchers WJG",1,0,13
"Meletiadis J",1,0,13
"Mendoza-Becerril MD",1,0,13
"Meng DR",1,0,13
"Meriggi A",2,2,13
"Messenger LA",3,0,13
"Min SH",1,1,13
"Mishra BP",1,0,13
"Mohan R",1,0,13
"Monteiro ELD",1,0,13
"Moon J",2,0,13
"Morales MM",1,3,13
"Morales-Linares J",2,0,13
"Moratelli R",1,2,13
"Mortazavi MS",2,0,13
"Mouta N",2,0,13
"Mu CS",3,0,13
"Mullett M",1,0,13
"Murphy SA",1,0,13
"Muyobela J",1,0,13
"Mychajliw AM",1,1,13
"Naqinezhad A",1,0,13
"Nastasa V",1,0,13
"Nath PC",1,6,13
"Ndao B",1,0,13
"Nguyen HV",1,7,13
"Nguyen MD",1,5,13
"Nibbelink N",2,0,13
"Nielsen K",1,0,13
"Nozar SLM",2,0,13
"Nukazawa K",3,0,13
"Ogola J",1,1,13
"Ogony L",1,1,13
"Ogris N",1,0,13
"Ogunc D",1,0,13
"Ombura FLO",1,1,13
"Onyambu GK",1,1,13
"Ota H",1,1,13
"Ozhak B",1,0,13
"Pacheco JP",1,0,13
"Pandey N",2,0,13
"Pardi MI",2,0,13
"Patrao C",1,1,13
"Pausas JG",1,0,13
"Pelletier KC",1,0,13
"Pellikka P",1,7,13
"Peng C",2,0,13
"Peper ST",1,0,13
"Pessoa AD",1,0,13
"Petter G",1,0,13
"Pettorelli N",1,1,13
"Pezzatti GB",1,0,13
"Pham NT",1,5,13
"Piraino S",1,0,13
"Pires MM",1,2,13
"Pirk CWW",1,0,13
"Plant KJ",1,0,13
"Ponte NB",1,2,13
"Poudel AS",1,2,13
"Powell GS",3,2,13
"Presley SM",1,0,13
"Prigitano A",1,0,13
"Psaralexi M",1,2,13
"Purnomo DW",2,0,13
"Puspitaningtyas DM",2,0,13
"Pédarros É",1,0,13
"Périco E",1,2,13
"Quesada CA",1,0,13
"Ragab SH",2,0,13
"Ramírez-García A",1,0,13
"Ranque S",1,0,13
"Reiss C",1,0,13
"Renner S",1,2,13
"Renteria-Villalobos M",1,0,13
"Reyes C",1,0,13
"Richards J",2,1,13
"Rigal F",1,0,13
"Robinson SL",1,0,13
"Rocha DG",1,0,13
"Rodríguez J",1,0,13
"Romanò L",1,0,13
"Rubyogo JC",1,0,13
"Rufino M",1,1,13
"Rupp E",1,1,13
"Rusu RO",1,0,13
"Sabino R",1,0,13
"Sahlén G",1,2,13
"Saldaña-López A",1,0,13
"Salmanmahiny A",1,0,13
"Salva-Catarineu M",1,0,13
"Sampaio A",1,0,13
"Santora JA",1,0,13
"Saputra R",1,0,13
"Scheftel J",1,0,13
"Schumacher M",1,0,13
"Schwarzkopf FU",1,0,13
"Secchi ER",1,0,13
"Sefidy K",1,5,13
"Segal E",1,0,13
"Sekiewicz K",1,0,13
"Serrao EA",3,0,13
"Sheng QQ",1,0,13
"Shi JJ",1,0,13
"Shivaprakash KN",1,4,13
"Shukla PK",2,4,13
"Sileshi GW",1,6,13
"Silva FE",1,0,13
"Silva G",1,1,13
"Silva S",1,0,13
"Silveira LF",2,0,13
"Silver M",1,0,13
"Slingsby JA",1,0,13
"Sofi II",1,2,13
"Sommer C",1,0,13
"Song YZ",2,0,13
"Spada A",2,2,13
"Speranza S",1,0,13
"Stenhouse GB",1,0,13
"Stephens JH",1,0,13
"Stoetzel HJ",1,0,13
"Street G",1,0,13
"Sudarmono S",1,0,13
"Suicmez B",1,0,13
"Sun JN",1,0,13
"Sun LX",1,0,13
"Suárez-Atilano M",1,0,13
"Ta NT",1,5,13
"Ta TN",1,7,13
"Taba-Morales G",1,0,13
"Tang J",2,0,13
"Tanga CM",1,1,13
"Tavsanoglu C",1,0,13
"Tehupeiory-Kooreman M",1,0,13
"Thain S",1,0,13
"Thapamagar T",1,2,13
"Thorne JH",2,1,13
"Tiffin HS",1,0,13
"Tiwari S",2,0,13
"Tokody B",2,3,13
"Tong XY",1,0,13
"Torabian S",2,5,13
"Townsend J",1,0,13
"Tran HTP",1,5,13
"Tran QB",1,7,13
"Tran VD",1,7,13
"Tubby K",1,0,13
"Ullerud HA",1,1,13
"Usmadi D",2,0,13
"Valderrama L",1,0,13
"Vanhove M",1,0,13
"Vega-Mares JH",1,0,13
"Vega-Rivera JH",1,0,13
"Velegraki A",1,0,13
"Venkatramanan S",1,2,13
"Veríssimo C",1,0,13
"Vilella FJ",1,0,13
"Viles H",2,1,13
"Vinha B",1,0,13
"Viquerat S",1,0,13
"Waluda CM",1,0,13
"Wanda IF",1,0,13
"Wang YR",1,0,13
"Wati RK",1,0,13
"Wawangningrum H",1,0,13
"Wibowo ARU",1,0,13
"Wiggers MS",1,0,13
"Will J",1,0,13
"Willmes C",1,0,13
"Wilson JK",1,0,13
"Wilson-Fallon AN",1,0,13
"Wistuba M",1,0,13
"Wu GM",1,0,13
"Wu JH",5,0,13
"Xiao BH",1,0,13
"Xing YF",1,0,13
"Yang JB",1,0,13
"Yang ML",1,0,13
"Yang MX",1,0,13
"Yang XR",1,3,13
"Ye XM",1,0,13
"Yerli SV",1,0,13
"Yilmaz G",1,0,13
"Yin DH",1,0,13
"Young SJ",1,0,13
"Yu RD",1,0,13
"Yu Y",1,0,13
"Yu YL",1,0,13
"Yu YS",1,0,13
"Yuan L",3,0,13
"Yusuf AA",1,0,13
"Zhai YP",1,0,13
"Zhang HR",1,0,13
"Zhao GY",1,0,13
"Zhao RA",1,0,13
"Zhao ZH",1,0,13
"Zhong YD",1,0,13
"Zhou HM",1,0,13
"Zhou XN",2,0,13
"Çeriktioglu N",1,0,13
"Çolak MA",1,0,13
"Özgencil IK",1,0,13
"Acosta ANC",1,0,12
"Adiko AEG",1,0,12
"Agarwal M",1,0,12
"Agbangla C",2,0,12
"Aguilar-Medrano R",2,0,12
"Aguirre-Macedo ML",1,0,12
"Alexander GJ",2,1,12
"Alexandre RJR",1,0,12
"Alonso JM",1,0,12
"Alvarez F",2,3,12
"Alvarez O",2,5,12
"Alves M",1,0,12
"Ambrose RF",1,0,12
"Amuri NA",2,0,12
"An K",3,0,12
"Andam-Akorful SA",1,0,12
"Anderegg WRL",1,0,12
"Andrews P",1,0,12
"Andriamahazoarivosoa P",1,0,12
"Anton AM",1,0,12
"Ar B",3,0,12
"Arroyo GM",1,0,12
"Asare DB",1,0,12
"Asl ST",1,6,12
"Atanasov N",1,1,12
"Atkinson S",1,0,12
"Atsumi K",1,0,12
"Ayer S",2,0,12
"Bahri BA",1,0,12
"Bailey H",1,0,12
"Baines M",1,0,12
"Barca B",1,0,12
"Barros FSM",1,2,12
"Bates M",1,0,12
"Baumel A",1,0,12
"Bean B",1,0,12
"Beckham JL",1,0,12
"Bejder L",1,0,12
"Bergmeier E",1,0,12
"Bernardo-Silva J",1,0,12
"Bhatta KP",2,0,12
"Bizama G",2,3,12
"Blackburn JK",1,0,12
"Bogusch P",1,0,12
"Bonilla HR",1,1,12
"Bontzorlos V",1,1,12
"Borah T",1,0,12
"Borgerson C",1,0,12
"Bosomprah S",1,0,12
"Boyer I",2,0,12
"Buffington KJ",1,0,12
"Bumbangi FN",1,0,12
"Cacciola S",1,0,12
"Cao GQ",1,0,12
"Carlesso A",1,1,12
"Carrell JD",1,0,12
"Casas-Martínez M",1,0,12
"Casazza ML",1,0,12
"Castañeda S",1,0,12
"Castillo-Peralta MD",1,0,12
"Castro-Sosa R",1,0,12
"Cayuela H",1,0,12
"Celone M",1,0,12
"Ceylan Y",3,3,12
"Chamani A",2,0,12
"Charimari L",1,0,12
"Chaverra A",1,2,12
"Chavez SG",1,0,12
"Chen HY",2,0,12
"Chen XG",1,1,12
"Chilengi R",1,0,12
"Chisenga CC",1,0,12
"Chisola MN",1,0,12
"Christensen J",1,0,12
"Chu JS",2,0,12
"Coimbra J",1,0,12
"Comia-Geneta G",1,0,12
"Company JB",1,0,12
"Correia LL",1,0,12
"Crawford BM",1,0,12
"Cropper WP",2,1,12
"Cruz-Escalona VH",3,0,12
"Cunha M",1,0,12
"Cunha MR",1,0,12
"Cárdenas TA",1,0,12
"Cózar A",1,0,12
"D'Elía G",1,0,12
"da Costa DP",1,2,12
"Dao HT",1,1,12
"de la Cruz A",1,0,12
"de Rivera OR",1,0,12
"Del Pino-Machado A",2,0,12
"Dennis TE",1,4,12
"Devkota A",1,5,12
"Ding ZY",1,0,12
"Djursvoll P",1,2,12
"Dogbo SF",1,0,12
"Dong YD",1,0,12
"Dong YY",3,0,12
"Dougherty ER",1,0,12
"Du LX",1,0,12
"Duarte LB",3,1,12
"Duker AA",1,0,12
"Dunford J",1,0,12
"Eleftherakos K",1,2,12
"Erb JD",1,0,12
